,Activation,Optimizer,Configuration,Data type,Averaged on Last Epoch,Averaged Max Achieved,Overall Max on Last Epoch,Overall Max Achieved,Averaged Max Epoch
413,hard_sigmoid,Adamax,"beta_1: 0.9, beta_2: 0.99",Normd,97.646,97.658,97.76,97.78,98
50,hard_sigmoid,adam,Default,Normd,97.60600000000001,97.658,97.76,97.81,73
113,sigmoid,Nadam,"beta_1: 0.9, beta_2: 0.95",Normd,97.542,97.65599999999999,97.64,97.82,36
84,sigmoid,rmsp,rho: 0.999,Normd,97.566,97.65599999999999,97.66,97.83,88
98,sigmoid,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.9999",Normd,97.61,97.65,97.75,97.85000000000001,82
692,relu,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.9999",Std,97.58000000000001,97.64999999999999,97.65,97.94,90
106,sigmoid,Adamax,"beta_1: 0.9, beta_2: 0.95",Normd,97.64800000000001,97.64800000000001,97.77,97.87,99
83,sigmoid,rmsp,rho: 0.95,Normd,97.62599999999999,97.64800000000001,97.83,97.88,84
800,softplus,sgd,"Momentum: 0.1, Nesterov: False",Std,97.648,97.648,97.76,97.76,99
406,hard_sigmoid,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.9999",Normd,97.514,97.646,97.69,97.75,65
108,sigmoid,Nadam,"beta_1: 0.95, beta_2: 0.999",Normd,97.57400000000001,97.646,97.68,97.85000000000001,47
836,softplus,Adamax,"beta_1: 0.9, beta_2: 0.95",Std,97.30999999999999,97.64399999999999,97.42,97.87,17
386,hard_sigmoid,sgd,"Momentum: 0.95, Nesterov: True",Normd,97.60799999999999,97.64399999999999,97.67,97.72999999999999,91
140,tanh,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.999",Normd,97.55,97.64199999999998,97.61,97.82,93
110,sigmoid,Nadam,"beta_1: 0.95, beta_2: 0.95",Normd,97.564,97.64000000000001,97.65,97.78,50
753,elu,Nadam,"beta_1: 0.95, beta_2: 0.9",Std,97.218,97.64000000000001,97.49,97.78,17
395,hard_sigmoid,Adadelta,rho: 0.9,Normd,97.59599999999999,97.63999999999999,97.64,97.78999999999999,94
310,softplus,Adadelta,rho: 0.9999,Normd,97.538,97.638,97.69,97.81,33
107,sigmoid,Nadam,"beta_1: 0.9, beta_2: 0.99",Normd,97.53,97.638,97.65,97.78999999999999,67
87,sigmoid,Adadelta,rho: 0.9,Normd,97.60799999999999,97.636,97.72,97.78,95
91,sigmoid,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.9999",Normd,97.53999999999999,97.636,97.61,97.76,95
100,sigmoid,Adamax,"beta_1: 0.99, beta_2: 0.999",Normd,97.6,97.636,97.65,97.74000000000001,96
141,tanh,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.999",Normd,97.554,97.63199999999999,97.58,97.75,75
90,sigmoid,Adadelta,rho: 0.9999,Normd,97.542,97.628,97.65,97.8,90
135,tanh,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.9999",Normd,97.51999999999998,97.628,97.64,97.82,57
681,relu,rmsp,rho: 0.95,Std,97.384,97.62600000000002,97.54,97.84,45
403,hard_sigmoid,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.9999",Normd,97.60600000000001,97.62599999999999,97.7,97.78999999999999,88
95,sigmoid,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.9999",Normd,97.532,97.62599999999999,97.64,97.85000000000001,68
687,relu,Adadelta,rho: 0.999,Std,97.53399999999999,97.624,97.68,97.81,85
0,sigmoid,rmsp,Default,Normd,97.536,97.624,97.61,97.77,86
142,tanh,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.9999",Normd,97.56599999999999,97.624,97.68,97.8,41
530,relu,Nadam,Default,Std,97.57000000000001,97.62,97.72,97.91,53
164,relu,sgd,"Momentum: 0.1, Nesterov: True",Normd,97.57999999999998,97.62,97.7,97.72,96
409,hard_sigmoid,Adamax,"beta_1: 0.95, beta_2: 0.999",Normd,97.60600000000001,97.618,97.76,97.85000000000001,96
54,hard_sigmoid,Adamax,Default,Normd,97.57400000000001,97.618,97.68,97.72999999999999,94
551,softplus,Nadam,Default,Std,97.49000000000001,97.618,97.65,97.84,46
6,sigmoid,Nadam,Default,Normd,97.54400000000001,97.61599999999999,97.6,97.76,53
390,hard_sigmoid,rmsp,rho: 0.99,Normd,97.56,97.61599999999999,97.65,97.77,86
130,tanh,Adadelta,rho: 0.5,Normd,97.61599999999999,97.61599999999999,97.72999999999999,97.72999999999999,99
408,hard_sigmoid,Adamax,"beta_1: 0.99, beta_2: 0.999",Normd,97.592,97.61599999999999,97.63,97.71,90
93,sigmoid,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.999",Normd,97.51200000000001,97.61599999999999,97.64,97.74000000000001,75
78,sigmoid,sgd,"Momentum: 0.95, Nesterov: True",Normd,97.60199999999999,97.61599999999999,97.71,97.81,97
837,softplus,Nadam,"beta_1: 0.9, beta_2: 0.99",Std,97.33000000000001,97.60799999999999,97.5,97.84,36
136,tanh,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.999",Normd,97.48800000000001,97.60799999999999,97.59,97.72,75
351,softsign,Adadelta,rho: 0.9,Normd,97.594,97.60799999999999,97.69,97.75,96
111,sigmoid,Nadam,"beta_1: 0.95, beta_2: 0.9",Normd,97.38799999999999,97.60799999999999,97.46000000000001,97.74000000000001,55
876,softsign,Adamax,"beta_1: 0.95, beta_2: 0.99",Std,97.50999999999999,97.60799999999999,97.6,97.84,84
676,relu,sgd,"Momentum: 0.95, Nesterov: True",Std,97.456,97.60799999999999,97.71,97.85000000000001,55
5,sigmoid,Adamax,Default,Normd,97.59800000000001,97.60799999999999,97.72,97.75,94
112,sigmoid,Nadam,"beta_1: 0.9, beta_2: 0.9",Normd,97.554,97.60600000000001,97.72,97.81,68
366,softsign,Adamax,"beta_1: 0.95, beta_2: 0.99",Normd,97.604,97.604,97.68,97.75,99
381,hard_sigmoid,sgd,"Momentum: 0.99, Nesterov: False",Normd,97.44999999999999,97.604,97.59,97.83,69
806,softplus,sgd,"Momentum: 0.1, Nesterov: True",Std,97.59799999999998,97.604,97.69,97.72,98
138,tanh,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.9999",Normd,97.472,97.602,97.53,97.72999999999999,80
805,softplus,sgd,"Momentum: 0.0, Nesterov: True",Std,97.602,97.602,97.67,97.71,99
528,relu,Adadelta,Default,Std,97.536,97.6,97.69,97.82,57
96,sigmoid,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.999",Normd,97.55199999999998,97.6,97.63,97.71,79
354,softsign,Adadelta,rho: 0.9999,Normd,97.526,97.6,97.66,97.84,98
401,hard_sigmoid,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.999",Normd,97.55199999999998,97.59800000000001,97.72,97.81,73
402,hard_sigmoid,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.9999",Normd,97.53999999999999,97.59800000000001,97.67,97.81,87
404,hard_sigmoid,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.999",Normd,97.528,97.59800000000001,97.65,97.77,89
685,relu,Adadelta,rho: 0.9,Std,97.42200000000001,97.594,97.5,97.81,40
358,softsign,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.9999",Normd,97.54599999999999,97.59,97.66,97.72,79
85,sigmoid,rmsp,rho: 0.9999,Normd,97.52000000000001,97.58800000000001,97.66,97.76,73
365,softsign,Adamax,"beta_1: 0.95, beta_2: 0.999",Normd,97.586,97.586,97.76,97.76,99
137,tanh,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.999",Normd,97.452,97.586,97.61,97.72,65
1,sigmoid,adam,Default,Normd,97.5,97.584,97.65,97.72999999999999,82
400,hard_sigmoid,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.999",Normd,97.564,97.584,97.61999999999999,97.72999999999999,71
415,hard_sigmoid,Nadam,"beta_1: 0.9, beta_2: 0.99",Normd,97.488,97.58200000000001,97.64,97.77,38
72,sigmoid,sgd,"Momentum: 0.95, Nesterov: False",Normd,97.576,97.58200000000001,97.61999999999999,97.75,95
355,softsign,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.9999",Normd,97.514,97.58200000000001,97.54,97.77,98
405,hard_sigmoid,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.999",Normd,97.58000000000001,97.58000000000001,97.71,97.77,99
337,softsign,sgd,"Momentum: 0.99, Nesterov: False",Normd,97.57999999999998,97.57999999999998,97.74000000000001,97.87,99
705,relu,Nadam,"beta_1: 0.9, beta_2: 0.99",Std,97.434,97.57999999999998,97.61999999999999,97.78,81
754,elu,Nadam,"beta_1: 0.9, beta_2: 0.9",Std,97.21,97.578,97.39,97.78,37
7,tanh,rmsp,Default,Normd,97.48599999999999,97.578,97.65,97.76,62
557,softsign,Adamax,Default,Std,97.55,97.578,97.75,97.82,88
670,relu,sgd,"Momentum: 0.95, Nesterov: False",Std,97.532,97.576,97.71,97.78,85
359,softsign,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.9999",Normd,97.49600000000001,97.576,97.68,97.72999999999999,80
104,sigmoid,Adamax,"beta_1: 0.9, beta_2: 0.9",Normd,97.47600000000001,97.57400000000001,97.52,97.76,67
411,hard_sigmoid,Adamax,"beta_1: 0.95, beta_2: 0.95",Normd,97.42200000000001,97.57400000000001,97.58,97.87,77
347,softsign,rmsp,rho: 0.95,Normd,97.55,97.57400000000001,97.67,97.68,88
357,softsign,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.999",Normd,97.49000000000001,97.57399999999998,97.86,97.86,77
147,tanh,Adamax,"beta_1: 0.95, beta_2: 0.95",Normd,97.50599999999999,97.57199999999999,97.57000000000001,97.76,80
128,tanh,rmsp,rho: 0.999,Normd,97.41199999999999,97.57199999999999,97.57000000000001,97.78,43
346,softsign,rmsp,rho: 0.99,Normd,97.50999999999999,97.57000000000001,97.58,97.69,95
97,sigmoid,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.999",Normd,97.50999999999999,97.57000000000001,97.57000000000001,97.75,91
547,softplus,sgd,Default,Std,97.564,97.568,97.72,97.72,95
641,tanh,Adadelta,rho: 0.9,Std,97.514,97.564,97.59,97.72,56
861,softsign,Adadelta,rho: 0.9,Std,97.47999999999999,97.564,97.57000000000001,97.67,94
376,softsign,Nadam,"beta_1: 0.9, beta_2: 0.9",Normd,97.506,97.564,97.55,97.71,63
126,tanh,rmsp,rho: 0.99,Normd,97.49000000000001,97.562,97.56,97.72,39
99,sigmoid,Adamax,"beta_1: 0.99, beta_2: 0.9999",Normd,97.542,97.562,97.66,97.66,98
524,relu,rmsp,Default,Std,97.35400000000001,97.562,97.56,97.75,29
414,hard_sigmoid,Adamax,"beta_1: 0.9, beta_2: 0.95",Normd,97.49799999999999,97.562,97.58,97.71,74
706,relu,Nadam,"beta_1: 0.95, beta_2: 0.999",Std,97.5,97.562,97.66,97.83,56
150,tanh,Adamax,"beta_1: 0.9, beta_2: 0.95",Normd,97.44,97.562,97.55,97.78,58
55,hard_sigmoid,Nadam,Default,Normd,97.44999999999999,97.56,97.5,97.75,42
158,relu,sgd,"Momentum: 0.1, Nesterov: False",Normd,97.56,97.56,97.78,97.78,99
417,hard_sigmoid,Nadam,"beta_1: 0.95, beta_2: 0.99",Normd,97.508,97.558,97.63,97.78999999999999,68
429,LeakyReLU,sgd,"Momentum: 0.9, Nesterov: True",Normd,97.51199999999999,97.558,97.69,97.71,88
8,tanh,adam,Default,Normd,97.464,97.55600000000001,97.53,97.72,53
707,relu,Nadam,"beta_1: 0.95, beta_2: 0.99",Std,97.414,97.556,97.5,97.75,74
440,LeakyReLU,Adadelta,rho: 0.99,Normd,97.47999999999999,97.554,97.7,97.76,94
341,softsign,sgd,"Momentum: 0.9, Nesterov: True",Normd,97.49400000000001,97.554,97.66,97.71,93
963,LeakyReLU,Adamax,"beta_1: 0.95, beta_2: 0.999",Std,97.488,97.554,97.53,97.78,96
14,relu,rmsp,Default,Normd,97.424,97.55,97.52,97.77,34
361,softsign,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.999",Normd,97.45000000000002,97.55,97.55,97.72999999999999,79
556,softsign,Adadelta,Default,Std,97.542,97.55,97.59,97.69,79
655,tanh,Adamax,"beta_1: 0.95, beta_2: 0.999",Std,97.482,97.55,97.65,97.81,58
369,softsign,Adamax,"beta_1: 0.9, beta_2: 0.99",Normd,97.478,97.54799999999999,97.55,97.7,98
399,hard_sigmoid,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.9999",Normd,97.46000000000001,97.54599999999999,97.59,97.72,62
857,softsign,rmsp,rho: 0.95,Std,97.532,97.54599999999999,97.67,97.72999999999999,88
371,softsign,Nadam,"beta_1: 0.9, beta_2: 0.99",Normd,97.416,97.54400000000001,97.52,97.72999999999999,94
416,hard_sigmoid,Nadam,"beta_1: 0.95, beta_2: 0.999",Normd,97.452,97.54400000000001,97.63,97.8,66
816,softplus,Adadelta,rho: 0.5,Std,97.39999999999999,97.542,97.55,97.72999999999999,35
47,softsign,Adamax,Default,Normd,97.538,97.542,97.68,97.68,91
43,softsign,adam,Default,Normd,97.454,97.542,97.59,97.69,97
127,tanh,rmsp,rho: 0.95,Normd,97.46400000000001,97.53999999999999,97.71,97.83,52
423,LeakyReLU,sgd,"Momentum: 0.9, Nesterov: False",Normd,97.488,97.53999999999999,97.72999999999999,97.72999999999999,98
552,softsign,rmsp,Default,Std,97.452,97.538,97.55,97.72999999999999,78
776,selu,Adadelta,rho: 0.9999,Std,97.30000000000001,97.538,97.55,97.72999999999999,76
887,softsign,Nadam,"beta_1: 0.9, beta_2: 0.95",Std,97.50399999999999,97.538,97.61999999999999,97.69,98
515,sigmoid,Adamax,Default,Std,97.508,97.538,97.63,97.66,97
862,softsign,Adadelta,rho: 0.99,Std,97.456,97.53599999999999,97.58,97.67,91
133,tanh,Adadelta,rho: 0.999,Normd,97.47600000000001,97.53399999999999,97.7,97.78,75
335,softsign,sgd,"Momentum: 0.9, Nesterov: False",Normd,97.492,97.532,97.61,97.68,95
654,tanh,Adamax,"beta_1: 0.99, beta_2: 0.999",Std,97.424,97.53,97.57000000000001,97.61,82
880,softsign,Adamax,"beta_1: 0.9, beta_2: 0.95",Std,97.48999999999998,97.528,97.6,97.7,96
374,softsign,Nadam,"beta_1: 0.95, beta_2: 0.95",Normd,97.482,97.528,97.55,97.68,94
360,softsign,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.999",Normd,97.47,97.52600000000001,97.55,97.68,94
348,softsign,rmsp,rho: 0.999,Normd,97.52600000000001,97.52600000000001,97.57000000000001,97.74000000000001,99
48,softsign,Nadam,Default,Normd,97.43199999999999,97.526,97.50999999999999,97.66,94
367,softsign,Adamax,"beta_1: 0.95, beta_2: 0.95",Normd,97.49400000000001,97.524,97.57000000000001,97.66,73
306,softplus,Adadelta,rho: 0.5,Normd,97.454,97.52199999999999,97.58,97.72,91
191,relu,Adamax,"beta_1: 0.95, beta_2: 0.95",Normd,97.29599999999999,97.516,97.61999999999999,97.75,17
866,softsign,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.999",Std,97.496,97.516,97.66,97.74000000000001,82
362,softsign,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.9999",Normd,97.402,97.514,97.50999999999999,97.72999999999999,93
194,relu,Adamax,"beta_1: 0.9, beta_2: 0.95",Normd,97.25200000000001,97.51200000000001,97.34,97.67,48
962,LeakyReLU,Adamax,"beta_1: 0.99, beta_2: 0.999",Std,97.47399999999999,97.51200000000001,97.56,97.65,98
588,sigmoid,sgd,"Momentum: 0.95, Nesterov: True",Std,97.44800000000001,97.51200000000001,97.56,97.69,88
959,LeakyReLU,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.999",Std,97.36600000000001,97.51200000000001,97.44,97.72,77
391,hard_sigmoid,rmsp,rho: 0.95,Normd,97.45000000000002,97.51199999999999,97.58,97.66,72
17,relu,Adagrad,Default,Normd,97.48599999999999,97.51199999999999,97.75,97.78,98
163,relu,sgd,"Momentum: 0.0, Nesterov: True",Normd,97.5,97.50999999999999,97.59,97.66,97
612,sigmoid,Adamax,"beta_1: 0.95, beta_2: 0.99",Std,97.468,97.508,97.54,97.75,96
514,sigmoid,Adadelta,Default,Std,97.42200000000001,97.506,97.6,97.65,80
571,LeakyReLU,Adamax,Default,Std,97.42,97.506,97.56,97.68,70
375,softsign,Nadam,"beta_1: 0.95, beta_2: 0.9",Normd,97.436,97.506,97.52,97.64,66
172,relu,rmsp,rho: 0.999,Normd,97.348,97.506,97.54,97.75,33
845,softsign,sgd,"Momentum: 0.9, Nesterov: False",Std,97.50400000000002,97.50599999999999,97.6,97.65,72
592,sigmoid,rmsp,rho: 0.99,Std,97.45799999999998,97.50400000000002,97.61,97.67,98
174,relu,Adadelta,rho: 0.5,Normd,97.44200000000001,97.50399999999999,97.65,97.65,92
373,softsign,Nadam,"beta_1: 0.95, beta_2: 0.99",Normd,97.392,97.50399999999999,97.45,97.61,87
421,hard_sigmoid,Nadam,"beta_1: 0.9, beta_2: 0.95",Normd,97.39599999999999,97.50200000000001,97.57000000000001,97.7,37
581,sigmoid,sgd,"Momentum: 0.9, Nesterov: False",Std,97.42199999999998,97.502,97.63,97.67,85
364,softsign,Adamax,"beta_1: 0.99, beta_2: 0.999",Normd,97.47399999999999,97.5,97.61,97.72999999999999,92
553,softsign,adam,Default,Std,97.406,97.5,97.56,97.66,96
16,relu,sgd,Default,Normd,97.47,97.5,97.49,97.53,98
597,sigmoid,Adadelta,rho: 0.9,Std,97.5,97.5,97.57000000000001,97.61,99
356,softsign,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.999",Normd,97.462,97.498,97.57000000000001,97.65,61
370,softsign,Adamax,"beta_1: 0.9, beta_2: 0.95",Normd,97.428,97.498,97.55,97.61999999999999,93
49,hard_sigmoid,rmsp,Default,Normd,97.412,97.49600000000001,97.57000000000001,97.77,96
299,softplus,sgd,"Momentum: 0.99, Nesterov: True",Normd,97.348,97.49600000000001,97.56,97.68,59
372,softsign,Nadam,"beta_1: 0.95, beta_2: 0.999",Normd,97.412,97.49600000000001,97.61999999999999,97.65,90
343,softsign,sgd,"Momentum: 0.99, Nesterov: True",Normd,97.438,97.49400000000001,97.61,97.71,98
856,softsign,rmsp,rho: 0.99,Std,97.32600000000001,97.49399999999999,97.44,97.7,49
642,tanh,Adadelta,rho: 0.99,Std,97.34400000000001,97.492,97.44,97.59,86
870,softsign,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.999",Std,97.40400000000001,97.492,97.59,97.76,97
418,hard_sigmoid,Nadam,"beta_1: 0.95, beta_2: 0.95",Normd,97.33599999999998,97.492,97.45,97.6,50
521,tanh,Adadelta,Default,Std,97.414,97.492,97.52,97.71,53
771,selu,rmsp,rho: 0.9999,Std,97.438,97.49000000000001,97.61,97.67,87
453,LeakyReLU,Adamax,"beta_1: 0.95, beta_2: 0.999",Normd,97.39000000000001,97.49000000000001,97.46000000000001,97.61999999999999,97
846,softsign,sgd,"Momentum: 0.95, Nesterov: False",Std,97.43,97.48999999999998,97.56,97.71,88
879,softsign,Adamax,"beta_1: 0.9, beta_2: 0.99",Std,97.414,97.488,97.48,97.67,74
872,softsign,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.9999",Std,97.46000000000001,97.48599999999999,97.54,97.71,94
895,hard_sigmoid,sgd,"Momentum: 0.9, Nesterov: True",Std,97.434,97.48599999999999,97.52,97.67,79
363,softsign,Adamax,"beta_1: 0.99, beta_2: 0.9999",Normd,97.48400000000001,97.48599999999999,97.53,97.61,98
424,LeakyReLU,sgd,"Momentum: 0.95, Nesterov: False",Normd,97.384,97.482,97.54,97.65,94
874,softsign,Adamax,"beta_1: 0.99, beta_2: 0.999",Std,97.408,97.48000000000002,97.55,97.6,87
449,LeakyReLU,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.999",Normd,97.39800000000001,97.47999999999999,97.49,97.66,90
368,softsign,Adamax,"beta_1: 0.9, beta_2: 0.9",Normd,97.444,97.478,97.48,97.7,96
605,sigmoid,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.9999",Std,97.47600000000001,97.47600000000001,97.56,97.66,99
570,LeakyReLU,Adadelta,Default,Std,97.37,97.47600000000001,97.50999999999999,97.66,89
201,relu,Nadam,"beta_1: 0.9, beta_2: 0.95",Normd,97.262,97.47600000000001,97.4,97.71,43
885,softsign,Nadam,"beta_1: 0.95, beta_2: 0.9",Std,97.352,97.474,97.44,97.68,91
598,sigmoid,Adadelta,rho: 0.99,Std,97.37199999999999,97.47200000000001,97.56,97.61,61
377,softsign,Nadam,"beta_1: 0.9, beta_2: 0.95",Normd,97.45800000000001,97.472,97.65,97.69,90
868,softsign,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.9999",Std,97.472,97.472,97.6,97.7,99
860,softsign,Adadelta,rho: 0.5,Std,97.37199999999999,97.47,97.50999999999999,97.59,97
842,softplus,Nadam,"beta_1: 0.9, beta_2: 0.9",Std,96.128,97.47,96.21,97.52,9
653,tanh,Adamax,"beta_1: 0.99, beta_2: 0.9999",Std,97.446,97.47,97.61,97.66,65
42,softsign,rmsp,Default,Normd,97.38399999999999,97.468,97.49,97.61,73
443,LeakyReLU,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.9999",Normd,97.39999999999999,97.468,97.5,97.63,89
967,LeakyReLU,Adamax,"beta_1: 0.9, beta_2: 0.99",Std,97.36600000000001,97.468,97.53,97.66,77
840,softplus,Nadam,"beta_1: 0.95, beta_2: 0.95",Std,96.86600000000001,97.468,96.99,97.72,11
659,tanh,Adamax,"beta_1: 0.9, beta_2: 0.99",Std,97.38200000000002,97.468,97.66,97.68,47
883,softsign,Nadam,"beta_1: 0.95, beta_2: 0.99",Std,97.39800000000001,97.46599999999998,97.52,97.64,55
420,hard_sigmoid,Nadam,"beta_1: 0.9, beta_2: 0.9",Normd,97.288,97.46599999999998,97.41,97.6,48
878,softsign,Adamax,"beta_1: 0.9, beta_2: 0.9",Std,97.35199999999999,97.46400000000001,97.5,97.66,93
875,softsign,Adamax,"beta_1: 0.95, beta_2: 0.999",Std,97.442,97.464,97.56,97.6,87
611,sigmoid,Adamax,"beta_1: 0.95, beta_2: 0.999",Std,97.432,97.464,97.56,97.67,86
905,hard_sigmoid,Adadelta,rho: 0.9,Std,97.464,97.464,97.6,97.68,99
602,sigmoid,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.999",Std,97.384,97.464,97.54,97.71,65
843,softplus,Nadam,"beta_1: 0.9, beta_2: 0.95",Std,96.93799999999999,97.462,97.03,97.65,19
447,LeakyReLU,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.9999",Normd,97.37199999999999,97.462,97.48,97.68,91
452,LeakyReLU,Adamax,"beta_1: 0.99, beta_2: 0.999",Normd,97.434,97.462,97.59,97.59,97
379,hard_sigmoid,sgd,"Momentum: 0.9, Nesterov: False",Normd,97.416,97.46000000000001,97.65,97.65,95
593,sigmoid,rmsp,rho: 0.95,Std,97.436,97.45800000000001,97.6,97.66,48
385,hard_sigmoid,sgd,"Momentum: 0.9, Nesterov: True",Normd,97.45799999999998,97.45799999999998,97.53,97.58,99
964,LeakyReLU,Adamax,"beta_1: 0.95, beta_2: 0.99",Std,97.35,97.45799999999998,97.44,97.6,96
884,softsign,Nadam,"beta_1: 0.95, beta_2: 0.95",Std,97.32999999999998,97.456,97.47,97.63,79
615,sigmoid,Adamax,"beta_1: 0.9, beta_2: 0.99",Std,97.436,97.456,97.56,97.6,72
61,LeakyReLU,Adamax,Default,Normd,97.37400000000001,97.456,97.44,97.6,90
451,LeakyReLU,Adamax,"beta_1: 0.99, beta_2: 0.9999",Normd,97.42200000000001,97.454,97.54,97.56,79
609,sigmoid,Adamax,"beta_1: 0.99, beta_2: 0.9999",Std,97.454,97.454,97.71,97.76,99
852,softsign,sgd,"Momentum: 0.95, Nesterov: True",Std,97.402,97.454,97.48,97.63,74
886,softsign,Nadam,"beta_1: 0.9, beta_2: 0.9",Std,97.37400000000001,97.452,97.47,97.67,67
957,LeakyReLU,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.9999",Std,97.36399999999999,97.452,97.48,97.59,72
394,hard_sigmoid,Adadelta,rho: 0.5,Normd,97.45000000000002,97.45000000000002,97.56,97.61,99
871,softsign,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.999",Std,97.358,97.44999999999999,97.43,97.61999999999999,78
198,relu,Nadam,"beta_1: 0.95, beta_2: 0.95",Normd,97.24199999999999,97.44800000000001,97.45,97.64,21
961,LeakyReLU,Adamax,"beta_1: 0.99, beta_2: 0.9999",Std,97.446,97.446,97.5,97.61,99
24,elu,Adagrad,Default,Normd,97.428,97.446,97.48,97.54,96
920,hard_sigmoid,Adamax,"beta_1: 0.95, beta_2: 0.99",Std,97.394,97.446,97.52,97.59,93
865,softsign,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.9999",Std,97.424,97.44599999999998,97.56,97.65,73
445,LeakyReLU,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.999",Normd,97.262,97.444,97.34,97.61999999999999,71
157,tanh,Nadam,"beta_1: 0.9, beta_2: 0.95",Normd,97.32,97.44200000000001,97.52,97.7,41
603,sigmoid,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.999",Std,97.24199999999999,97.442,97.43,97.57000000000001,53
954,LeakyReLU,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.999",Std,97.26599999999999,97.442,97.39,97.61999999999999,86
434,LeakyReLU,rmsp,rho: 0.99,Normd,97.31,97.442,97.38,97.57000000000001,73
599,sigmoid,Adadelta,rho: 0.999,Std,97.386,97.442,97.50999999999999,97.66,85
148,tanh,Adamax,"beta_1: 0.9, beta_2: 0.9",Normd,97.35,97.442,97.48,97.61999999999999,50
640,tanh,Adadelta,rho: 0.5,Std,97.36399999999999,97.442,97.46000000000001,97.61,66
869,softsign,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.9999",Std,97.366,97.44000000000001,97.41,97.6,80
958,LeakyReLU,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.999",Std,97.35199999999999,97.44,97.49,97.69,87
918,hard_sigmoid,Adamax,"beta_1: 0.99, beta_2: 0.999",Std,97.41799999999999,97.44,97.49,97.59,93
704,relu,Adamax,"beta_1: 0.9, beta_2: 0.95",Std,97.18199999999999,97.44,97.26,97.67,57
601,sigmoid,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.9999",Std,97.23200000000001,97.44,97.41,97.63,85
446,LeakyReLU,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.9999",Normd,97.378,97.438,97.45,97.59,82
450,LeakyReLU,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.9999",Normd,97.324,97.438,97.47,97.58,53
624,tanh,sgd,"Momentum: 0.1, Nesterov: False",Std,97.438,97.438,97.55,97.55,99
732,elu,Adadelta,rho: 0.9999,Std,97.274,97.436,97.48,97.67,72
867,softsign,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.999",Std,97.38200000000002,97.436,97.58,97.75,66
834,softplus,Adamax,"beta_1: 0.9, beta_2: 0.9",Std,96.1,97.43400000000001,96.37,97.75,24
877,softsign,Adamax,"beta_1: 0.95, beta_2: 0.95",Std,97.36,97.43400000000001,97.49,97.61999999999999,86
855,softsign,rmsp,rho: 0.5,Std,97.37,97.434,97.44,97.54,98
873,softsign,Adamax,"beta_1: 0.99, beta_2: 0.9999",Std,97.358,97.434,97.43,97.61,95
430,LeakyReLU,sgd,"Momentum: 0.95, Nesterov: True",Normd,97.384,97.434,97.50999999999999,97.61999999999999,74
